id,text,sentiment,aspect
1,giáo viên nhiệt tình gần gũi .,positive,hanh_vi
2,chú trọng phần bài tập và thực hành về mạch .,neutral,kinh_nghiem
2,chú trọng phần bài tập và thực hành về mạch .,neutral,bai_tap
3,thầy dạy tận tâm và nhiệt tình .,positive,hanh_vi
4,nhìn chung thầy dạy tốt và khá hiền .,positive,ky_nang_giang_day
4,nhìn chung thầy dạy tốt và khá hiền .,positive,hanh_vi
5,"giảng dễ hiểu , dễ tiếp thu .",positive,ky_nang_giang_day
6,"cô rất nhiệt tình , bài giảng dễ hiểu .",positive,ky_nang_giang_day
6,"cô rất nhiệt tình , bài giảng dễ hiểu .",positive,hanh_vi
7,giảng bài tốt .,positive,ky_nang_giang_day
8,"giảng viên nhiệt tình , giàu kinh nghiệm .",positive,kinh_nghiem
8,"giảng viên nhiệt tình , giàu kinh nghiệm .",positive,hanh_vi
9,"giảng viên nhiệt tình , dạy bài kỹ , chi tiết , cập nhật bài giảng liên tục .",positive,ky_nang_giang_day
9,"giảng viên nhiệt tình , dạy bài kỹ , chi tiết , cập nhật bài giảng liên tục .",positive,hanh_vi
9,"giảng viên nhiệt tình , dạy bài kỹ , chi tiết , cập nhật bài giảng liên tục .",positive,kien_thuc
10,"vui vẻ , truyền đạt tốt .",positive,ky_nang_giang_day
10,"vui vẻ , truyền đạt tốt .",positive,hanh_vi
11,"giảng viên không tổ chức buổi gặp sinh viên nào , và cũng không có bài tập , nội dung phần thực hành .",negative,hanh_vi
11,"giảng viên không tổ chức buổi gặp sinh viên nào , và cũng không có bài tập , nội dung phần thực hành .",negative,bai_tap
11,"giảng viên không tổ chức buổi gặp sinh viên nào , và cũng không có bài tập , nội dung phần thực hành .",negative,chuong_trinh_hoc
12,"cần một giảng viên có nhiệt huyết , tận tâm với lớp hơn .",negative,hanh_vi
12,"cần một giảng viên có nhiệt huyết , tận tâm với lớp hơn .",positive,de_xuat
13,"thầy tận tụy , hết mình vì sinh viên .",positive,hanh_vi
14,cần thêm vài ví dụ cụ thể hơn và có bài tập để rèn luyện .,negative,kinh_nghiem
14,cần thêm vài ví dụ cụ thể hơn và có bài tập để rèn luyện .,negative,bai_tap
14,cần thêm vài ví dụ cụ thể hơn và có bài tập để rèn luyện .,neutral,de_xuat
15,"giảng dạy tận tình , lên lớp đầy đủ .",positive,ky_nang_giang_day
15,"giảng dạy tận tình , lên lớp đầy đủ .",positive,hanh_vi
16,"không nhiệt tình , không cập nhật slide .",negative,hanh_vi
16,"không nhiệt tình , không cập nhật slide .",negative,cung_cap_tai_lieu
17,"cách dạy dễ hiểu , hướng dẫn tận tình .",positive,ky_nang_giang_day
17,"cách dạy dễ hiểu , hướng dẫn tận tình .",positive,hanh_vi
18,"truyền đạt bài học tốt , dễ hiểu .",positive,ky_nang_giang_day
19,thầy khá nhiệt tình .,positive,hanh_vi
20,khả năng truyền đạt .,neutral,ky_nang_giang_day
21,giảng viên truyền đạt kiến thức chưa tốt .,negative,ky_nang_giang_day
22,"nên tăng cường luyện nói trên lớp , hướng dẫn cách nói nhanh lưu loát .",negative,ky_nang_giang_day
22,"nên tăng cường luyện nói trên lớp , hướng dẫn cách nói nhanh lưu loát .",neutral,de_xuat
23,"cả 3 , 4 buổi thực hành theo hình thức 2 môn này có thầy cô này tham gia hay hướng dẫn buổi nào đâu mà đánh giá , chỉ có mỗi thầy wzjwz43 thôi .",negative,hanh_vi
24,"giảng dễ hiểu , nhiệt tình .",positive,ky_nang_giang_day
24,"giảng dễ hiểu , nhiệt tình .",positive,hanh_vi
25,nhà trường nên dạy những chuẩn sql mới vì chuẩn sql 92 hiện nay không còn phù hợp với những phiên bản sql mới và nó đã quá cũ rồi .,negative,chuong_trinh_hoc
25,nhà trường nên dạy những chuẩn sql mới vì chuẩn sql 92 hiện nay không còn phù hợp với những phiên bản sql mới và nó đã quá cũ rồi .,neutral,de_xuat
26,giảng viên dạy quá nhanh .,negative,ky_nang_giang_day
27,"thầy vui tính , dạy hay , dễ hiểu .",positive,ky_nang_giang_day
27,"thầy vui tính , dạy hay , dễ hiểu .",positive,hanh_vi
28,"khi giảng thầy chưa chỉ rõ trọng tâm của bài để sinh viên nắm bắt và dễ tiếp thu hơn , giọng thầy còn nhỏ , đều đều .",negative,ky_nang_giang_day
29,"thầy giảng bài hay , hài hước .",positive,ky_nang_giang_day
29,"thầy giảng bài hay , hài hước .",positive,hanh_vi
30,slide cần giải chi tiết các ví dụ để các học sinh không lên lớp được thì có thể hiểu được bài giảng .,negative,cung_cap_tai_lieu
30,slide cần giải chi tiết các ví dụ để các học sinh không lên lớp được thì có thể hiểu được bài giảng .,positive,de_xuat
31,"không nắm được thực lực , bài tập quá sức với sinh viên .",negative,bai_tap
32,"cách giảng dạy thoải mái , dễ tiếp thu .",positive,ky_nang_giang_day
33,"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",negative,ky_nang_giang_day
33,"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",negative,bai_tap
33,"hy vọng lần sau thầy dạy sẽ mang đến thêm một số bài tập kèm hướng dẫn để bọn em dễ dàng vận dụng kiến thức mình học hơn , khi thầy giảng xong , có thể bọn em nói bọn em hiểu nhưng bọn em không nhớ lâu được do không có chỗ để bọn em vận dụng , nên cuối cùng đến khi thi bọn em vẫn trả lời rằng bọn em không hiểu .",neutral,de_xuat
34,"sử dụng từ ngữ không phù hợp , có thái độ phân biệt với một vài sinh viên , thường nói chuyện với các sinh viên nữ .",negative,hanh_vi
35,cô rất nghiêm túc colonsad .,positive,hanh_vi
36,"nhiệt tình , giảng dạy có hiệu quả cao .",positive,ky_nang_giang_day
36,"nhiệt tình , giảng dạy có hiệu quả cao .",positive,hanh_vi
37,"em nghĩ như vậy sẽ tiếp thu bài tốt hơn vì được tiếp thu dần dần , ít rồi thành nhiều dễ tiếp thu hơn là nhiều rồi nhiều và cuối cùng không được gì vì quá nhiều .",negative,ky_nang_giang_day
