id,text,sentiment,aspect
1,dạy rất có tâm .,positive,hanh_vi
2,cần cung cấp tài liệu đầy đủ và chính xác hơn .,negative,cung_cap_tai_lieu
2,cần cung cấp tài liệu đầy đủ và chính xác hơn .,negative,de_xuat
3,"thầy còn giảng bài hơi nhỏ , sinh viên tụi em lắng nghe không rõ .",negative,ky_nang_giang_day
4,biết ứng dụng kiến thức đã học vào thực tiễn tạo hứng thú cho sinh viên .,positive,kinh_nghiem
4,biết ứng dụng kiến thức đã học vào thực tiễn tạo hứng thú cho sinh viên .,positive,kien_thuc
5,"giảng viên khá nhiệt tình và tận tâm , bài giảng dễ hiểu .",positive,ky_nang_giang_day
5,"giảng viên khá nhiệt tình và tận tâm , bài giảng dễ hiểu .",positive,hanh_vi
6,"thầy nói có phần khó hiểu , ít làm bài tập .",negative,ky_nang_giang_day
6,"thầy nói có phần khó hiểu , ít làm bài tập .",negative,bai_tap
7,hấp dẫn .,positive,noi_chung
8,"tận tình , kiến thức dễ hiểu .",positive,hanh_vi
8,"tận tình , kiến thức dễ hiểu .",positive,kien_thuc
9,thầy cho chép nhiều quá .,negative,bai_tap
10,không có tâm dạy .,negative,hanh_vi
11,"thầy truyền đạt tốt , giảng bài dễ hiểu .",positive,ky_nang_giang_day
12,đến hôm tiếp theo thì thầy lại nạp cho bọn em nhiều kiến thức mới dẫn đến khó hiểu hơn .,negative,ky_nang_giang_day
13,"có thể cho nhiều bài kiểm tra mỗi phần để biết được tình trạng học tập , hiểu bài của sinh viên .",neutral,de_xuat
14,hài lòng tất cả .,positive,noi_chung
15,tăng thêm giờ học ngoại khoá .,neutral,de_xuat
16,"giảng dạy hầu như không hướng dẫn tận tình , cho bài tập khá bất hợp lý .",negative,ky_nang_giang_day
16,"giảng dạy hầu như không hướng dẫn tận tình , cho bài tập khá bất hợp lý .",negative,bai_tap
17,cần tăng thêm nhiều tiết thực hành .,negative,bai_tap
17,cần tăng thêm nhiều tiết thực hành .,positive,de_xuat
18,nhưng trên hết tụi em vẫn biết đó là ý tốt của thầy .,positive,hanh_vi
19,mong các thầy cô hãy đưa bài này đến thầy wzjwz54 !,neutral,de_xuat
20,em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều .,negative,chuong_trinh_hoc
20,em nghĩ có nhiều hoạt động giao tiếp bắng tiếng anh thì sẽ hay hơn rất nhiều .,neutral,de_xuat
21,"dạy dễ hiểu , kể chuyện vui .",positive,ky_nang_giang_day
22,cách đánh giá bài tập lớn cuối kỳ cũng không được khách quan .,negative,cham_diem
23,thầy còn cho ít bài tập .,negative,bai_tap
24,giảng viên sửa ít bài tập .,negative,bai_tap
25,thầy rất nhiệt tình và giải đáp tất cả thắc mắc của sinh viên .,positive,hanh_vi
26,thầy rất nhiệt tình giảng dạy và tạo môi trường hỗ trợ sinh viên học tập tốt nhất có thể .,positive,ky_nang_giang_day
26,thầy rất nhiệt tình giảng dạy và tạo môi trường hỗ trợ sinh viên học tập tốt nhất có thể .,positive,hanh_vi
27,"bài tập tại lớp còn hơi ít , hướng dẫn hơi nhanh !",negative,ky_nang_giang_day
27,"bài tập tại lớp còn hơi ít , hướng dẫn hơi nhanh !",negative,bai_tap
28,nên cung cấp thêm tài liệu và bài tập cho sinh viên .,neutral,bai_tap
28,nên cung cấp thêm tài liệu và bài tập cho sinh viên .,neutral,cung_cap_tai_lieu
28,nên cung cấp thêm tài liệu và bài tập cho sinh viên .,neutral,de_xuat
29,nội dung còn khá khó để tiếp thu .,negative,chuong_trinh_hoc
30,"mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn .",negative,ky_nang_giang_day
30,"mong cô thay đổi cách dạy cho hiệu quả hơn , để sinh viên yêu thương cô nhiều hơn .",negative,de_xuat
31,giáo viên tuyệt vời .,positive,ky_nang_giang_day
31,giáo viên tuyệt vời .,positive,hanh_vi
32,english is good .,positive,noi_chung
33,"nhiệt tình , khả năng truyền đạt tốt .",positive,ky_nang_giang_day
33,"nhiệt tình , khả năng truyền đạt tốt .",positive,hanh_vi
34,cách dạy môn này của giảng viên vô tình càng làm phân loại sinh viên ( giỏi càng giỏi hơn còn yếu rồi thì có muốn học cũng khó mà học được nên càng ngày càng yếu ) .,negative,ky_nang_giang_day
35,cô dạy rất vui !,positive,hanh_vi
36,không thể nào đầu tư vô mỗi một môn java này .,negative,chuong_trinh_hoc
37,"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .",negative,hanh_vi
37,"buổi góp ý đánh giá trước khi hoàn chỉnh đồ án thầy xem sơ sài , không chỉ ra chỗ sai lớn nhất đến bài chính thức thì thầy chấm kỹ .",negative,cham_diem
38,"hầu hết các bài đều rất khó hiểu vì cô đã lượt bỏ mất phần giải cho các bài ví dụ trên slide , nên rất khó theo dõi và nắm bắt .",negative,ky_nang_giang_day
38,"hầu hết các bài đều rất khó hiểu vì cô đã lượt bỏ mất phần giải cho các bài ví dụ trên slide , nên rất khó theo dõi và nắm bắt .",negative,cung_cap_tai_lieu
39,luôn nhiệt tình và tận tâm .,positive,hanh_vi
40,"cô không thể cả năm không gặp mặt sinh viên , lúc đầu em còn nghĩ tiết thực hành này được miễn nghỉ rồi 3 tuần cuối , mỗi tuần 1 đồ án giao cho sinh viên .",negative,hanh_vi
40,"cô không thể cả năm không gặp mặt sinh viên , lúc đầu em còn nghĩ tiết thực hành này được miễn nghỉ rồi 3 tuần cuối , mỗi tuần 1 đồ án giao cho sinh viên .",neutral,bai_tap
41,"thầy hay dạy quá giờ , 3h15 kết thúc nhưng hơn 3h30 mới cho về .",negative,ky_nang_giang_day
42,giáo viên nên có code mẫu cho sinh viên .,neutral,cung_cap_tai_lieu
42,giáo viên nên có code mẫu cho sinh viên .,positive,de_xuat
43,thời khóa biểu linh hoạt phù hợp cho sinh viên đang đi thực tập .,positive,chuong_trinh_hoc
44,thầy dạy khá kỹ .,positive,ky_nang_giang_day
45,hay lên lớp muộn .,negative,hanh_vi
46,hình thức điểm danh .,neutral,chuong_trinh_hoc
47,thầy dạy rất nhiệt tình và luôn tạo được cảm hứng và sự yêu thích cho sinh viên đối với môn học cũng như cách học .,positive,ky_nang_giang_day
47,thầy dạy rất nhiệt tình và luôn tạo được cảm hứng và sự yêu thích cho sinh viên đối với môn học cũng như cách học .,positive,hanh_vi
48,"tận tình , gần gũi .",positive,hanh_vi
49,"thầy dạy hơi nhanh , đa số sinh viên không theo kịp .",negative,ky_nang_giang_day
50,"chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop .",negative,cham_diem
50,"chấm điểm thiếu công bằng , thực hành tại máy trường mà chấm bài cài đặt phần mềm trên laptop .",negative,thiet_bi_day_hoc
51,"tôi và các bạn khác cùng bước vào , khi đó thầy yêu cầu đồng loạt mở hết code lên chạy demo để thầy chấm , và không may thay thầy đã tìm ra 2 bạn có source code y chang nhau , thầy bắt đầu tra hỏi lý thuyết về đề tài 'xxx' đối với 2 bạn đó .",neutral,noi_chung
