id,text,sentiment,aspect
1,"thầy dạy hay , cung cấp cái nhìn thực tiễn và cấp tiến .",positive,ky_nang_giang_day
1,"thầy dạy hay , cung cấp cái nhìn thực tiễn và cấp tiến .",positive,kinh_nghiem
1,"thầy dạy hay , cung cấp cái nhìn thực tiễn và cấp tiến .",positive,kien_thuc
2,"cho nghỉ học quá nhiều , bù học vào các ngày cuối tuần và kéo dài .",negative,chuong_trinh_hoc
3,"thầy cô rất tận tình , cởi mở .",positive,hanh_vi
4,em cảm thấy khá bức xúc nhưng nếu truy ra lỗi của ai thì em tự nhận một phần về mình .,negative,noi_chung
5,phương pháp giảng dạy chưa tạo được nhiều sự thu hút từ sinh viên .,negative,ky_nang_giang_day
6,thầy dạy rất kỹ các vấn đề cần thiết cho sau này .,positive,ky_nang_giang_day
6,thầy dạy rất kỹ các vấn đề cần thiết cho sau này .,positive,kien_thuc
7,"giáo viên nhiệt tình , giảng kỹ phần quan trọng .",positive,ky_nang_giang_day
7,"giáo viên nhiệt tình , giảng kỹ phần quan trọng .",positive,hanh_vi
8,đề nghị nhập chung cả 2 lớp lại học thực hành vì số lượng sinh viên quá ít .,negative,chuong_trinh_hoc
8,đề nghị nhập chung cả 2 lớp lại học thực hành vì số lượng sinh viên quá ít .,neutral,de_xuat
9,quá nhanh .,negative,ky_nang_giang_day
10,dạy rất hay .,positive,ky_nang_giang_day
11,thực trạng chung là giảng viên dạy thực hành ở trường chưa thật sự tận tâm giúp sinh viên nâng cao kỹ năng thực hành của môn học đó .,negative,kinh_nghiem
11,thực trạng chung là giảng viên dạy thực hành ở trường chưa thật sự tận tâm giúp sinh viên nâng cao kỹ năng thực hành của môn học đó .,negative,hanh_vi
12,"em có ý kiến như sau doubledot môn này em nghĩ là cần có nhiều tài liệu , đặc biệt tiếng việt thì càng tốt vì không phải ai cũng giỏi tiếng anh .",negative,cung_cap_tai_lieu
12,"em có ý kiến như sau doubledot môn này em nghĩ là cần có nhiều tài liệu , đặc biệt tiếng việt thì càng tốt vì không phải ai cũng giỏi tiếng anh .",neutral,de_xuat
13,nên tăng thời gian học .,neutral,chuong_trinh_hoc
13,nên tăng thời gian học .,neutral,de_xuat
14,"rất nhiệt tình , nhưng cách truyền đạt còn hạn chế , nên sự tiếp thu từ thầy là rất ít .",negative,ky_nang_giang_day
14,"rất nhiệt tình , nhưng cách truyền đạt còn hạn chế , nên sự tiếp thu từ thầy là rất ít .",positive,hanh_vi
15,"hiện tại thì thầy đánh giá chủ yếu vào nội dung nội dung của các đồ án ngay từ đầu đã khá nhảm , đề bài của thầy đại loại là "" sinh viên hãy đề ra một dự án lớn , có khả năng thực hiện được trong tương lai "" , không liên quan gì đến tên môn học !",negative,bai_tap
15,"hiện tại thì thầy đánh giá chủ yếu vào nội dung nội dung của các đồ án ngay từ đầu đã khá nhảm , đề bài của thầy đại loại là "" sinh viên hãy đề ra một dự án lớn , có khả năng thực hiện được trong tương lai "" , không liên quan gì đến tên môn học !",negative,cham_diem
15,"hiện tại thì thầy đánh giá chủ yếu vào nội dung nội dung của các đồ án ngay từ đầu đã khá nhảm , đề bài của thầy đại loại là "" sinh viên hãy đề ra một dự án lớn , có khả năng thực hiện được trong tương lai "" , không liên quan gì đến tên môn học !",negative,chuong_trinh_hoc
16,"thay đổi cách truyền đạt môn , thay vì giảng viên có giờ lên lớp giảng bài nhàm chán , sinh viên tiếp thu thụ động , ý kiến doubledot giảng viên chia nhỏ nhóm học tập , mỗi buổi sẽ đưa chủ đề của bài hôm đó và giải thích cách làm việc , cho thời gian sinh viên làm việc nhóm với sự giám xác của giảng viên , sau đó bốc thăm cho từng nhóm lên trình bày , sau đó giảng viên nhận xét cho điểm .",negative,ky_nang_giang_day
16,"thay đổi cách truyền đạt môn , thay vì giảng viên có giờ lên lớp giảng bài nhàm chán , sinh viên tiếp thu thụ động , ý kiến doubledot giảng viên chia nhỏ nhóm học tập , mỗi buổi sẽ đưa chủ đề của bài hôm đó và giải thích cách làm việc , cho thời gian sinh viên làm việc nhóm với sự giám xác của giảng viên , sau đó bốc thăm cho từng nhóm lên trình bày , sau đó giảng viên nhận xét cho điểm .",neutral,de_xuat
17,thầy wzjwz202 và thầy wzjwz203 dạy rất tuyệt vời .,positive,ky_nang_giang_day
18,"thời gian hoàn thành đồ án quá gấp rút , khi chưa học được gì cũng phải hoàn thành tất cả các nội dung trong đồ án để nộp đúng hạn , mà nội dung toàn những phần chưa học , chưa hiểu .",negative,bai_tap
19,"slide bài giảng là slide cũ từ năm 2009 và không được sửa nhiều lỗi từ chính tả , ngữ pháp đến sai sót trong thông tin bài giảng .",negative,cung_cap_tai_lieu
20,thầy dạy rất hay và dễ hiểu .,positive,ky_nang_giang_day
21,ít bài tập vận dụng .,negative,bai_tap
22,"những bài tập quá trình không rải đều các buổi học mà chỉ tập trung vào 2 - 3 buổi làm một số sinh viên trong đó có bản thân em bị mất từ 2 - 3 cột điểm , làm giảm tổng điểm xuống mức thấp .",negative,bai_tap
22,"những bài tập quá trình không rải đều các buổi học mà chỉ tập trung vào 2 - 3 buổi làm một số sinh viên trong đó có bản thân em bị mất từ 2 - 3 cột điểm , làm giảm tổng điểm xuống mức thấp .",negative,cham_diem
23,"cô dạy dễ hiểu , vui tính .",positive,ky_nang_giang_day
23,"cô dạy dễ hiểu , vui tính .",positive,hanh_vi
24,thầy cũng không hề có ý muốn khích lệ sinh viên khi sinh viên làm bài không tốt mà lại tỏ ra không hài lòng và chê bai .,negative,hanh_vi
25,thầy ít dạy cài đặt nên khó trong việc áp dụng cài đặt .,negative,ky_nang_giang_day
26,"giảng viên giảng rất dễ hiểu , tận tình .",positive,ky_nang_giang_day
26,"giảng viên giảng rất dễ hiểu , tận tình .",positive,hanh_vi
27,"thầy dạy tốt , lập nhóm thuyết trình tạo không khí học tập tốt .",positive,ky_nang_giang_day
27,"thầy dạy tốt , lập nhóm thuyết trình tạo không khí học tập tốt .",positive,hanh_vi
28,riêng trang thiết bị quá kém .,negative,thiet_bi_day_hoc
29,nhiệt tình giảng dạy và vui vẻ hòa đồng .,positive,hanh_vi
30,có nhiều thời gian bị chết trong lúc học .,negative,thiet_bi_day_hoc
31,"ban đầu thì em có vẻ không hài lòng lắm về giáo viên khi học môn này , nhưng sau một khoảng thời gian thì thấy cũng ổn .",negative,hanh_vi
32,"mặc dù là một môn lý thuyết nhưng thầy giảng bài rất sáng tạo và đổi mới , làm cho sinh viên có hứng thú với môn học .",positive,ky_nang_giang_day
33,"nên thay đổi việc làm đồ án cuối kỳ doubledot không nên cho sinh viên làm đồ án tự do nữa quản lý , game , nghe nhạc vdotv mà giảng viên nên ra một đồ án có chủ đề thống nhất .",negative,bai_tap
33,"nên thay đổi việc làm đồ án cuối kỳ doubledot không nên cho sinh viên làm đồ án tự do nữa quản lý , game , nghe nhạc vdotv mà giảng viên nên ra một đồ án có chủ đề thống nhất .",neutral,de_xuat
34,"cô giáo nhiệt tình , tận tâm , giảng hay và dễ hiểu , tuyệt vời .",positive,ky_nang_giang_day
34,"cô giáo nhiệt tình , tận tâm , giảng hay và dễ hiểu , tuyệt vời .",positive,hanh_vi
35,giáo viên còn nhiệt tình trả lời các câu hỏi thắc mắc của sinh viên đưa ra .,positive,hanh_vi
36,giảm bớt số lượng nội dung của môn học .,negative,chuong_trinh_hoc
36,giảm bớt số lượng nội dung của môn học .,neutral,de_xuat
37,hơi khó khăn với sinh viên về vấn đề bài tập cũng như thi cử .,negative,bai_tap
37,hơi khó khăn với sinh viên về vấn đề bài tập cũng như thi cử .,negative,cham_diem
38,"giảng viên nghỉ phải thông báo cho sinh viên trước , vì môn học thầy luôn điểm danh nhưng thầy lại không lên lớp thường xuyên , bắt sinh viên phải chờ rồi ra về thường xuyên .",negative,hanh_vi
39,"giảng viên nhiệt tình , hoạt động sôi nổi .",positive,hanh_vi
40,môn học lý thuyết rất nhiều .,negative,chuong_trinh_hoc
41,liên hệ thực tế nhiều hơn .,negative,kinh_nghiem
41,liên hệ thực tế nhiều hơn .,negative,de_xuat
42,slide sử dụng rất chi tiết .,positive,cung_cap_tai_lieu
43,"thầy dạy dễ hiểu , tận tâm nhiệt tình với sinh viên .",positive,ky_nang_giang_day
43,"thầy dạy dễ hiểu , tận tâm nhiệt tình với sinh viên .",positive,hanh_vi
44,"phân chia nhóm , hoạt động nhóm .",neutral,ky_nang_giang_day
45,"cô vui tính , hiểu tâm lý sinh viên nên giảng bài rất dễ hiểu .",positive,ky_nang_giang_day
45,"cô vui tính , hiểu tâm lý sinh viên nên giảng bài rất dễ hiểu .",positive,hanh_vi
46,"thầy có tạo điều kiện cho chúng em thuyết trình về đồ án môn học , nhưng khi chúng em thuyết trình về nội dung doubledot "" giới thiệu về hệ thống nhúng và vai trò cũng như các ngành ứng dụng hệ thống nhúng "" .",positive,ky_nang_giang_day
46,"thầy có tạo điều kiện cho chúng em thuyết trình về đồ án môn học , nhưng khi chúng em thuyết trình về nội dung doubledot "" giới thiệu về hệ thống nhúng và vai trò cũng như các ngành ứng dụng hệ thống nhúng "" .",positive,hanh_vi
47,nhiều khi làm bài tập mình không biết mình đang làm gì luôn .,negative,bai_tap
48,anh dạy rất hay và thú vị .,positive,ky_nang_giang_day
49,giờ học thực hành bị trùng giờ học môn khác trên trường .,negative,chuong_trinh_hoc
50,tốc độ giảng bài có chút nhanh nên đôi khi không theo kịp .,negative,ky_nang_giang_day
51,"thưa , em thực sự rất hài lòng về mức độ bài giảng .",positive,ky_nang_giang_day
52,giáo viên nhiệt tình giúp học sinh những phần học sinh không hiểu giáo viên dạy dễ hiểu .,positive,ky_nang_giang_day
52,giáo viên nhiệt tình giúp học sinh những phần học sinh không hiểu giáo viên dạy dễ hiểu .,positive,hanh_vi
53,thầy dạy rất dễ hiểu và rất quý sinh viên .,positive,ky_nang_giang_day
53,thầy dạy rất dễ hiểu và rất quý sinh viên .,positive,hanh_vi
54,"giảng hay , trọng tâm .",positive,ky_nang_giang_day
55,"đúng là anh văn rất cần thiết chúng nhưng đó không phải là những gì sinh viên chúng em cần cho một môn ngoại ngữ , chúng em cần là cảm giác thích thú khi học tiếng anh .",negative,chuong_trinh_hoc
55,"đúng là anh văn rất cần thiết chúng nhưng đó không phải là những gì sinh viên chúng em cần cho một môn ngoại ngữ , chúng em cần là cảm giác thích thú khi học tiếng anh .",neutral,de_xuat
56,"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả , bài tập làm nhiều .",positive,ky_nang_giang_day
56,"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả , bài tập làm nhiều .",positive,hanh_vi
56,"giảng viên giảng dạy nhiệt tình , phương pháp dạy hay , chỉ dẫn hiệu quả , bài tập làm nhiều .",neutral,bai_tap
57,nhiều khi cô giảng hơi nhanh .,negative,ky_nang_giang_day
58,"giảng viên nhiệt tình , có kiến thức sâu về môn học .",positive,hanh_vi
58,"giảng viên nhiệt tình , có kiến thức sâu về môn học .",positive,kien_thuc
59,nhất là những bạn nhỏ đến lớn chưa chơi game bao giờ .,neutral,noi_chung
60,giảng viên cần cải thiện thêm cách truyền đạt .,negative,ky_nang_giang_day
60,giảng viên cần cải thiện thêm cách truyền đạt .,neutral,de_xuat
61,"tận tâm giúp đỡ học sinh , giải đáp thắc mắc .",positive,hanh_vi
62,giảng dạy nhiệt tình .,positive,ky_nang_giang_day
62,giảng dạy nhiệt tình .,positive,hanh_vi
63,cần mở lớp thực hành phù hợp với lý thuyết .,neutral,chuong_trinh_hoc
63,cần mở lớp thực hành phù hợp với lý thuyết .,neutral,de_xuat
64,em nghĩ nên bỏ môn này .,negative,chuong_trinh_hoc
64,em nghĩ nên bỏ môn này .,neutral,de_xuat
65,xinh .,positive,noi_chung
66,giảng viên có trình độ chuyên môn rất tốt .,positive,kien_thuc
67,"thầy nên tập trung giảng giải thực hành , không nên tập trung vào việc cài đặt phần mềm .",negative,ky_nang_giang_day
67,"thầy nên tập trung giảng giải thực hành , không nên tập trung vào việc cài đặt phần mềm .",neutral,de_xuat
68,nên thực hành theo hình thức 2 .,neutral,kinh_nghiem
68,nên thực hành theo hình thức 2 .,neutral,de_xuat
69,"không biết thầy nào dạy chính thức , thầy nào dạy cũng nhiệt tình .",positive,hanh_vi
70,thầy dạy có tâm huyết .,positive,hanh_vi
71,"cô giúp tụi em tìm ra , phát hiện lỗi và sửa lỗi trong quá trình thực hành .",positive,kinh_nghiem
